time_elapsed,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz
0.000,0,0,2,0,0,0,65,68,82,70,100,-62.95,21,-119.0,-40.0,-981.0
0.061,0,0,2,0,0,0,65,68,82,70,100,-62.96,21,-38.0,-37.0,-1000.0
0.123,0,0,2,0,0,0,65,68,82,70,100,-62.96,21,-38.0,-37.0,-1000.0
0.185,0,0,1,0,0,0,65,68,82,70,100,-62.95,21,57.0,-9.0,-999.0
0.246,0,0,1,0,0,0,65,68,81,70,100,-63.05,21,14.0,23.0,-1044.0
0.309,0,0,1,0,0,0,65,68,81,70,100,-63.05,21,14.0,23.0,-1044.0
0.372,0,0,1,0,0,0,65,68,82,70,100,-62.99,22,8.0,3.0,-1000.0
0.435,0,0,1,0,0,0,65,68,82,70,100,-62.99,22,8.0,3.0,-1000.0
0.496,0,0,1,0,0,0,65,68,82,70,100,-63.0,22,-47.0,-18.0,-980.0
0.557,0,0,0,0,0,0,65,68,82,70,100,-63.08,22,-84.0,-45.0,-990.0
0.619,0,0,0,0,0,0,65,68,82,70,100,-63.08,22,-84.0,-45.0,-990.0
0.682,0,-1,0,0,0,0,65,68,81,70,100,-63.05,22,-147.0,-21.0,-995.0
0.744,0,-1,0,0,0,0,65,68,81,70,100,-63.05,22,-147.0,-21.0,-995.0
0.807,0,0,0,0,0,0,65,68,82,70,100,-63.0,22,-129.0,-23.0,-964.0
0.870,0,0,0,0,0,0,65,68,82,70,100,-63.0,22,-129.0,-23.0,-964.0
0.932,0,0,0,0,0,0,65,68,82,70,100,-63.0,22,-129.0,-23.0,-964.0
0.995,0,0,0,0,0,0,66,67,82,70,100,-63.01,22,-11.0,-25.0,-989.0
1.057,0,0,0,0,0,0,66,67,82,70,100,-62.98,22,19.0,-51.0,-995.0
1.118,0,0,0,0,0,0,66,67,82,70,100,-62.98,22,19.0,-51.0,-995.0
1.181,0,0,0,0,0,0,66,67,81,70,100,-63.02,22,71.0,-48.0,-983.0
1.244,0,0,0,0,0,0,66,67,81,70,100,-63.02,22,71.0,-48.0,-983.0
1.306,0,0,0,0,0,0,66,67,82,70,100,-63.05,22,2.0,-52.0,-978.0
